0,45.7779638,3.326702765
1,51.4857311,2.780032713
2,86.02397201,2.290075709
3,50.05577644,2.41902561
4,48.13577038,2.403378181
5,98.57766512,3.030517335
6,42.5170068,2.466606911
7,50.12890289,2.725653994
8,56.44615037,2.886417937
9,57.83329481,3.257061868
10,52.75281788,2.82481709
11,63.24082105,2.938262747
12,43.37588301,2.515773996
13,52.14609834,2.504830294
14,53.01128286,2.855464933
15,48.38353441,2.990831974
16,52.34662439,4.125868076
17,44.24219441,7.108745052
18,58.61075759,9.884793419
